93294 196880
45709 45707 17
45715 45709 21
45711 45715 17
45752 50944 36
50944 45749 3
45749 73094 14
73094 66088 2
50944 45752 36
45749 50944 3
73094 45749 14
66088 73094 2
45751 45729 21
45729 45750 22
45729 45751 21
45750 45729 22
45754 45753 1
45753 45754 1
45753 44579 11
44579 45753 11
45900 86804 10
86804 86805 11
86805 86803 9
86803 45890 9
45890 45952 198
45952 45889 256
45889 45888 3
45888 45887 7
45887 45886 6
45886 45924 4
45924 45885 4
45885 45884 7
45884 45883 7
45883 45882 7
45882 45923 351
45923 45881 313
45881 45880 104
45880 45879 30
45879 45878 18
45878 45877 66
45877 70318 25
70318 45876 100
45876 45875 103
45875 57927 17
57927 45874 43
45874 45873 97
45873 57914 16
57914 45872 40
45872 45871 30
45871 46000 76
46000 45870 2
45870 45869 166
45869 45868 17
45868 45867 37
45867 45866 446
45866 45865 52
45865 65826 12
65826 45864 14
45864 45863 14
45863 45862 19
45862 45861 16
45861 45860 20
45860 45859 19
45859 45858 16
45858 45857 22
45857 45856 45
45856 45855 186
45855 45854 81
45854 45853 93
45853 45852 29
45852 45851 16
45851 45850 40
45850 45954 109
45954 45849 52
45849 45848 106
45848 45956 139
45956 45847 13
45847 45846 60
45846 45845 36
45845 45844 93
45844 45843 22
45843 45842 41
45842 45841 67
45841 45840 59
45840 45839 120
45839 45838 177
45838 45837 31
45837 45836 39
45836 45835 16
45835 45834 10
45834 45833 10
45833 45832 9
45832 45831 14
45831 45830 73
45830 45829 253
45829 45959 11
45959 45828 6
45828 45827 12
45827 45826 8
45826 45825 9
45825 45824 9
45824 45823 60
45823 45822 100
45822 45821 109
45821 45820 83
45820 45819 92
45819 45818 77
45818 45817 164
45817 45816 156
45816 45815 45
45815 45814 17
45814 45813 6
45813 45812 13
45812 45811 18
45811 45810 45
45810 45809 60
45809 45808 29
45808 45807 82
45807 45985 68
45985 45806 42
45806 45805 89
45805 45804 30
45804 45803 46
45803 45802 23
45802 45801 21
45801 45800 15
45800 45799 20
45799 45798 10
45798 45797 24
45797 45796 55
45796 45795 38
45795 45794 44
45794 45793 37
45793 45792 30
45792 45791 108
45791 46049 7
46049 45790 22
45790 45789 14
45789 45788 13
45788 45787 24
45787 45786 20
45786 45914 4
45914 45785 24
45785 45784 19
45784 70273 39
70273 45783 3
45783 45782 16
45782 45781 13
45781 45780 10
45780 45779 8
45779 45778 11
45778 45777 32
45777 70629 31
70629 45776 19
45776 45775 27
45775 45774 26
45774 45773 31
45773 45772 14
45772 45771 92
45771 45770 81
45770 45769 26
45769 56145 13
56145 45768 17
45768 45767 18
45767 45766 39
45766 56144 10
56144 56143 10
56143 45765 30
86804 45900 10
86805 86804 11
86803 86805 9
45890 86803 9
45952 45890 198
45889 45952 256
45888 45889 3
45887 45888 7
45886 45887 6
45924 45886 4
45885 45924 4
45884 45885 7
45883 45884 7
45882 45883 7
45923 45882 351
45881 45923 313
45880 45881 104
45879 45880 30
45878 45879 18
45877 45878 66
70318 45877 25
45876 70318 100
45875 45876 103
57927 45875 17
45874 57927 43
45873 45874 97
57914 45873 16
45872 57914 40
45871 45872 30
46000 45871 76
45870 46000 2
45869 45870 166
45868 45869 17
45867 45868 37
45866 45867 446
45865 45866 52
65826 45865 12
45864 65826 14
45863 45864 14
45862 45863 19
45861 45862 16
45860 45861 20
45859 45860 19
45858 45859 16
45857 45858 22
45856 45857 45
45855 45856 186
45854 45855 81
45853 45854 93
45852 45853 29
45851 45852 16
45850 45851 40
45954 45850 109
45849 45954 52
45848 45849 106
45956 45848 139
45847 45956 13
45846 45847 60
45845 45846 36
45844 45845 93
45843 45844 22
45842 45843 41
45841 45842 67
45840 45841 59
45839 45840 120
45838 45839 177
45837 45838 31
45836 45837 39
45835 45836 16
45834 45835 10
45833 45834 10
45832 45833 9
45831 45832 14
45830 45831 73
45829 45830 253
45959 45829 11
45828 45959 6
45827 45828 12
45826 45827 8
45825 45826 9
45824 45825 9
45823 45824 60
45822 45823 100
45821 45822 109
45820 45821 83
45819 45820 92
45818 45819 77
45817 45818 164
45816 45817 156
45815 45816 45
45814 45815 17
45813 45814 6
45812 45813 13
45811 45812 18
45810 45811 45
45809 45810 60
45808 45809 29
45807 45808 82
45985 45807 68
45806 45985 42
45805 45806 89
45804 45805 30
45803 45804 46
45802 45803 23
45801 45802 21
45800 45801 15
45799 45800 20
45798 45799 10
45797 45798 24
45796 45797 55
45795 45796 38
45794 45795 44
45793 45794 37
45792 45793 30
45791 45792 108
46049 45791 7
45790 46049 22
45789 45790 14
45788 45789 13
45787 45788 24
45786 45787 20
45914 45786 4
45785 45914 24
45784 45785 19
70273 45784 39
45783 70273 3
45782 45783 16
45781 45782 13
45780 45781 10
45779 45780 8
45778 45779 11
45777 45778 32
70629 45777 31
45776 70629 19
45775 45776 27
45774 45775 26
45773 45774 31
45772 45773 14
45771 45772 92
45770 45771 81
45769 45770 26
56145 45769 13
45768 56145 17
45767 45768 18
45766 45767 39
56144 45766 10
56143 56144 10
45765 56143 30
45907 45906 253
45906 49498 75
49498 45905 62
45905 49506 114
49506 45904 412
45904 45903 234
45903 65950 64
65950 45902 436
45902 45901 245
45901 86802 192
86802 45900 53
45900 45899 15
45899 45898 30
45898 45897 50
45897 45896 13
45896 45895 47
45895 65789 29
65789 45894 26
45894 70317 4
70317 45893 50
45893 86797 7
86797 86798 6
86798 45892 6
45892 45891 14
45906 45907 253
49498 45906 75
45905 49498 62
49506 45905 114
45904 49506 412
45903 45904 234
65950 45903 64
45902 65950 436
45901 45902 245
86802 45901 192
45900 86802 53
45899 45900 15
45898 45899 30
45897 45898 50
45896 45897 13
45895 45896 47
65789 45895 29
45894 65789 26
70317 45894 4
45893 70317 50
86797 45893 7
86798 86797 6
45892 86798 6
45891 45892 14
45914 70249 21
70249 45913 6
45913 45912 44
45912 45911 10
45911 45910 10
45910 70622 60
70622 45909 24
70249 45914 21
45913 70249 6
45912 45913 44
45911 45912 10
45910 45911 10
70622 45910 60
45909 70622 24
45923 45922 154
45922 45921 19
45921 45920 22
45920 45919 17
45919 45918 10
45918 45917 15
45917 45916 12
45916 45915 30
45922 45923 154
45921 45922 19
45920 45921 22
45919 45920 17
45918 45919 10
45917 45918 15
45916 45917 12
45915 45916 30
45952 45951 22
45951 45950 72
45950 45949 79
45949 45948 13
45948 45947 20
45947 45946 100
45946 45945 10
45945 45944 5
45944 45943 11
45943 45942 22
45942 45941 7
45941 45940 9
45940 45939 43
45939 45938 17
45938 65834 10
65834 45937 10
45937 65835 10
65835 45936 10
45936 45935 25
45935 45934 51
45934 45933 38
45933 65833 12
65833 45932 12
45932 65832 14
65832 45931 14
45931 65831 12
65831 45930 12
45930 65830 11
65830 45929 11
45929 45928 123
45928 45927 289
45927 45926 18
45926 45925 14
45925 45924 31
45951 45952 22
45950 45951 72
45949 45950 79
45948 45949 13
45947 45948 20
45946 45947 100
45945 45946 10
45944 45945 5
45943 45944 11
45942 45943 22
45941 45942 7
45940 45941 9
45939 45940 43
45938 45939 17
65834 45938 10
45937 65834 10
65835 45937 10
45936 65835 10
45935 45936 25
45934 45935 51
45933 45934 38
65833 45933 12
45932 65833 12
65832 45932 14
45931 65832 14
65831 45931 12
45930 65831 12
65830 45930 11
45929 65830 11
45928 45929 123
45927 45928 289
45926 45927 18
45925 45926 14
45924 45925 31
45995 46015 194
46015 45999 47
45999 45998 13
45998 45997 16
45997 57929 12
57929 45996 16
46015 45995 194
45999 46015 47
45998 45999 13
45997 45998 16
57929 45997 12
45996 57929 16
46017 46016 43
46016 46015 8
46015 46014 10
46014 56186 4
56186 56185 6
56185 46013 13
46013 56184 13
56184 46012 13
46012 56183 12
56183 46011 12
46011 46010 41
46010 46009 35
46009 46008 15
46008 56182 6
56182 46007 6
46007 56181 6
56181 46006 7
46006 56180 5
56180 56179 6
56179 56178 8
56178 46005 11
46005 46004 41
46004 46003 93
46003 46002 20
46002 46001 26
46001 46000 14
46016 46017 43
46015 46016 8
46014 46015 10
56186 46014 4
56185 56186 6
46013 56185 13
56184 46013 13
46012 56184 13
56183 46012 12
46011 56183 12
46010 46011 41
46009 46010 35
46008 46009 15
56182 46008 6
46007 56182 6
56181 46007 6
46006 56181 7
56180 46006 5
56179 56180 6
56178 56179 8
46005 56178 11
46004 46005 41
46003 46004 93
46002 46003 20
46001 46002 26
46000 46001 14
45954 45953 10
45953 34747 25
45953 45954 10
34747 45953 25
34746 45955 25
45955 45956 12
45955 34746 25
45956 45955 12
45959 47411 13
47411 45958 5
45958 65766 7
65766 5954 9
47411 45959 13
45958 47411 5
65766 45958 7
5954 65766 9
45980 45979 19
45979 45978 13
45978 70638 4
70638 70639 3
70639 45977 6
45977 70640 16
70640 45976 23
45976 45975 11
45975 45974 11
45974 45973 12
45973 45972 12
45972 45971 47
45971 45970 8
45970 45969 9
45969 45968 7
45968 45967 10
45967 45966 12
45966 45965 10
45965 45964 8
45964 45963 8
45963 45962 49
45962 45961 8
45961 45960 5
45960 45976 23
45979 45980 19
45978 45979 13
70638 45978 4
70639 70638 3
45977 70639 6
70640 45977 16
45976 70640 23
45975 45976 11
45974 45975 11
45973 45974 12
45972 45973 12
45971 45972 47
45970 45971 8
45969 45970 9
45968 45969 7
45967 45968 10
45966 45967 12
45965 45966 10
45964 45965 8
45963 45964 8
45962 45963 49
45961 45962 8
45960 45961 5
45976 45960 23
45985 45984 22
45984 45980 25
45980 45983 13
45983 45982 20
45982 45981 105
45984 45985 22
45980 45984 25
45983 45980 13
45982 45983 20
45981 45982 105
46019 65737 8
65737 46018 13
46018 65864 4
65864 45855 51
65737 46019 8
46018 65737 13
65864 46018 4
45855 65864 51
46021 59811 10
59811 46020 149
59811 46021 10
46020 59811 149
46026 46025 16
46025 46024 13
46024 46023 6
46023 46022 58
46025 46026 16
46024 46025 13
46023 46024 6
46022 46023 58
46028 59810 10
59810 59767 54
59767 46026 13
46026 46027 66
46027 46022 32
46022 59765 22
59810 46028 10
59767 59810 54
46026 59767 13
46027 46026 66
46022 46027 32
59765 46022 22
46030 59809 11
59809 59766 52
59766 46029 62
59809 46030 11
59766 59809 52
46029 59766 62
46032 59808 10
59808 59789 66
59789 59798 19
59798 46031 61
46031 59796 15
59796 59794 15
59794 59792 16
59792 59790 15
59790 59800 15
59800 69443 18
69443 59799 23
59799 59791 13
59791 59793 15
59793 59795 16
59795 59797 14
59797 59798 15
59808 46032 10
59789 59808 66
59798 59789 19
46031 59798 61
59796 46031 15
59794 59796 15
59792 59794 16
59790 59792 15
59800 59790 15
69443 59800 18
59799 69443 23
59791 59799 13
59793 59791 15
59795 59793 16
59797 59795 14
59798 59797 15
46049 46048 63
46048 46047 25
46047 46046 14
46046 46045 14
46045 46044 14
46044 46043 17
46043 46021 116
46021 46028 98
46028 46042 12
46042 46030 66
46030 46041 92
46041 46032 134
46032 46040 16
46040 46039 99
46039 46038 23
46038 46037 10
46037 46036 13
46036 46035 19
46035 59787 8
59787 46034 32
46034 65899 55
65899 86777 82
86777 46033 11
46048 46049 63
46047 46048 25
46046 46047 14
46045 46046 14
46044 46045 14
46043 46044 17
46021 46043 116
46028 46021 98
46042 46028 12
46030 46042 66
46041 46030 92
46032 46041 134
46040 46032 16
46039 46040 99
46038 46039 23
46037 46038 10
46036 46037 13
46035 46036 19
59787 46035 8
46034 59787 32
65899 46034 55
86777 65899 82
46033 86777 11
46059 46060 41
46060 46059 41
46050 46058 65
46058 46050 65
46051 46060 15
46060 46053 17
46053 46052 15
46052 46056 41
46056 46057 15
46057 46059 17
46059 46054 15
46054 46051 41
46060 46051 15
46053 46060 17
46052 46053 15
46056 46052 41
46057 46056 15
46059 46057 17
46054 46059 15
46051 46054 41
46057 46053 41
46053 46057 41
23731 23972 40
23972 46055 26
46055 46051 8
23972 23731 40
46055 23972 26
46051 46055 8
46074 46073 13
46073 46072 11
46072 46071 17
46071 46070 17
46070 46069 14
46069 46068 11
46068 46067 10
46067 46066 10
46066 46065 7
46065 46064 8
46064 46063 7
46063 46062 5
46062 46061 6
46073 46074 13
46072 46073 11
46071 46072 17
46070 46071 17
46069 46070 14
46068 46069 11
46067 46068 10
46066 46067 10
46065 46066 7
46064 46065 8
46063 46064 7
46062 46063 5
46061 46062 6
27051 46096 16
46096 66827 12
66827 46095 18
46095 27062 84
46096 27051 16
66827 46096 12
46095 66827 18
27062 46095 84
46098 46099 10
46099 46100 45
46099 46098 10
46100 46099 45
6607 46101 41
46101 46102 14
46102 46103 41
46101 6607 41
46102 46101 14
46103 46102 41
46112 46111 36
46111 46110 21
46110 46109 13
46109 46108 20
46108 46107 14
46111 46112 36
46110 46111 21
46109 46110 13
46108 46109 20
46107 46108 14
46136 13258 9
14009 33754 19
33754 13662 181
13662 13386 169
46131 46134 20
46134 46133 7
46133 46132 5
46132 13338 9
46118 66931 4
66931 46115 7
46115 46116 17
46116 46117 11
13258 13225 17
46120 46119 11
13204 46123 17
46123 46124 15
46124 13186 12
23290 66932 6
66932 46126 6
46126 46125 17
46125 46127 11
13304 46131 9
46131 13304 9
46148 46147 81
46147 46148 81
46150 46149 41
46149 46150 41
46152 46151 40
46151 46152 40
46154 46150 32
46150 46152 38
46152 46153 39
46150 46154 32
46152 46150 38
46153 46152 39
46156 46155 25
46155 46156 25
46158 46155 41
46155 46157 48
46155 46158 41
46157 46155 48
46162 46161 43
46161 46162 43
46165 46164 14
46164 46162 11
46162 46163 41
46164 46165 14
46162 46164 11
46163 46162 41
46168 46167 74
46167 1329 34
46167 46168 74
1329 46167 34
46170 46168 36
46168 46169 23
46168 46170 36
46169 46168 23
46173 79117 15
79117 46172 30
79117 46173 15
46172 79117 30
46175 46176 26
46176 46174 30
46176 46175 26
46174 46176 30
46177 46176 69
46176 46177 69
46184 46183 4
46183 46182 8
46182 46189 34
46183 46184 4
46182 46183 8
46189 46182 34
46187 46185 39
46185 46187 39
46188 46187 26
46187 46186 24
46187 46188 26
46186 46187 24
46192 87694 64
87694 46192 64
46194 46193 39
46193 46194 39
46196 46195 101
46195 46196 101
46198 46195 44
46195 46197 11
46195 46198 44
46197 46195 11
46127 66929 3
66929 13204 6
13204 46120 9
46120 58801 6
46205 46206 5
46206 46207 4
46207 46208 13
46208 46209 48
46206 46205 5
46207 46206 4
46208 46207 13
46209 46208 48
46218 46217 17
46217 46211 6
46211 46216 6
46216 46212 6
46212 46215 6
46215 46214 4
46214 46213 4
46217 46218 17
46211 46217 6
46216 46211 6
46212 46216 6
46215 46212 6
46214 46215 4
46213 46214 4
27784 52776 7
52776 46218 6
46218 46232 3
46232 46231 20
46231 46219 2
46219 46230 39
46230 46229 3
46229 52773 43
52773 46228 12
46228 46227 9
46227 46226 9
46226 46225 8
46225 46224 8
46224 46213 4
46213 46223 3
46223 46222 8
46222 46221 9
46221 46220 4
46220 46232 17
52776 27784 7
46218 52776 6
46232 46218 3
46231 46232 20
46219 46231 2
46230 46219 39
46229 46230 3
52773 46229 43
46228 52773 12
46227 46228 9
46226 46227 9
46225 46226 8
46224 46225 8
46213 46224 4
46223 46213 3
46222 46223 8
46221 46222 9
46220 46221 4
46232 46220 17
46264 46235 5
46235 46236 16
46236 52802 14
52802 46237 6
46235 46264 5
46236 46235 16
52802 46236 14
46237 52802 6
46253 46234 28
46234 46253 28
46256 46245 41
46245 46255 34
46255 46242 6
46242 46254 8
46254 46243 5
46243 46253 4
46253 46244 7
46244 46252 5
46252 46241 9
46241 46251 5
46251 46240 5
46240 46250 4
46250 46239 6
46239 46249 5
46249 46248 5
46248 46238 5
46238 46247 6
46247 46246 8
46246 46245 10
46245 46256 41
46255 46245 34
46242 46255 6
46254 46242 8
46243 46254 5
46253 46243 4
46244 46253 7
46252 46244 5
46241 46252 9
46251 46241 5
46240 46251 5
46250 46240 4
46239 46250 6
46249 46239 5
46248 46249 5
46238 46248 5
46247 46238 6
46246 46247 8
46245 46246 10
27791 52772 28
52772 27791 28
16564 46276 6
46276 46210 27
46276 16564 6
46210 46276 27
15593 15568 31
15568 15593 31
82689 46278 5
46278 46281 11
46281 46282 6
46282 46284 10
46284 46279 5
46279 46283 13
46278 82689 5
46281 46278 11
46282 46281 6
46284 46282 10
46279 46284 5
46283 46279 13
46288 46295 37
46295 46289 35
46295 46288 37
46289 46295 35
46290 46294 38
46294 46291 35
46294 46290 38
46291 46294 35
46292 46293 34
46293 46292 34
46294 46293 46
46293 23317 21
23317 46295 26
46293 46294 46
23317 46293 21
46295 23317 26
46296 46297 6
46297 46298 18
46298 46299 17
46297 46296 6
46298 46297 18
46299 46298 17
46303 46304 8
46304 46305 32
46304 46303 8
46305 46304 32
46299 46300 14
46300 46305 4
46305 46306 35
46306 46311 8
46311 46312 25
46300 46299 14
46305 46300 4
46306 46305 35
46311 46306 8
46312 46311 25
46312 46313 28
46313 8734 11
46313 46312 28
8734 46313 11
46312 46314 2
46314 46315 12
46315 79637 4
79637 46316 12
46316 46317 5
46314 46312 2
46315 46314 12
79637 46315 4
46316 79637 12
46317 46316 5
46299 46318 14
46318 79636 9
79636 79635 6
79635 46319 8
46319 46320 5
46318 46299 14
79636 46318 9
79635 79636 6
46319 79635 8
46320 46319 5
46321 46322 34
46322 46323 14
46323 46328 8
46328 46324 20
46324 51289 38
51289 51288 12
51288 46332 12
46322 46321 34
46323 46322 14
46328 46323 8
46324 46328 20
51289 46324 38
51288 51289 12
46332 51288 12
46328 46329 9
46329 46334 57
46334 46330 16
46330 51287 53
51287 46331 14
46331 46332 52
46329 46328 9
46334 46329 57
46330 46334 16
51287 46330 53
46331 51287 14
46332 46331 52
46330 46333 12
46333 46330 12
46334 46335 12
46335 46334 12
46324 46325 59
46325 46336 11
46336 46326 7
46326 46327 36
46325 46324 59
46336 46325 11
46326 46336 7
46327 46326 36
50823 50822 85
50822 46339 130
46339 20960 86
50822 50823 85
46339 50822 130
20960 46339 86
46341 46340 12
46340 46341 12
46342 46341 16
46341 46342 16
46343 46342 12
46342 46343 12
35233 46343 11
46343 35233 11
46373 46372 120
46372 46371 76
46371 46370 50
46372 46373 120
46371 46372 76
46370 46371 50
46379 46378 16
46378 46379 16
2877 38951 13
38951 46379 9
38951 2877 13
46379 38951 9
40306 40307 10
40307 40306 10
44325 40306 11
40306 44325 11
45073 46430 46
46430 45073 46
7125 91996 8
91996 59154 4
59154 46433 10
46433 73674 4
73674 73675 29
73675 46432 3
46432 56087 18
56087 46431 5
91996 7125 8
59154 91996 4
46433 59154 10
73674 46433 4
73675 73674 29
46432 73675 3
56087 46432 18
46431 56087 5
46451 89620 9
89620 46451 9
41105 20350 8
20350 41105 8
23162 46456 3
46456 23162 3
42065 42066 24
42066 42067 18
42066 42065 24
42067 42066 18
42064 42065 14
42065 42064 14
46465 27711 55
27711 46465 55
41182 46465 19
46465 41182 19
40370 48550 0
48550 40370 0
21710 21705 6
21705 8100 5
21705 21710 6
8100 21705 5
46526 12186 6
12186 46526 6
42290 12375 7
12375 42290 7
28375 46539 3
46539 46544 3
46544 37433 3
46539 28375 3
46544 46539 3
37433 46544 3
28375 37372 10
37372 80248 5
80248 46552 18
46552 93224 15
93224 46536 2
46536 46537 5
46537 46538 5
46538 93223 1
93223 37433 3
46556 46554 7
46554 37371 6
46565 46560 1
46560 46559 2
46559 46558 2
46558 46557 2
46557 46556 5
80238 46572 3
46572 46571 2
46571 46569 3
28373 45078 43
63393 63392 18
63392 63393 18
19984 46608 154
46608 33886 98
33886 47630 24
47630 46622 50
46608 19984 154
33886 46608 98
47630 33886 24
46622 47630 50
63392 79590 6
79590 46609 18
79590 63392 6
46609 79590 18
46607 47427 22
47427 63393 27
47427 46607 22
63393 47427 27
47390 46610 46
46610 46611 11
46611 46620 7
46620 46612 2
46612 46613 26
46613 25976 50
25976 47390 86
46610 47390 46
46611 46610 11
46620 46611 7
46612 46620 2
46613 46612 26
25976 46613 50
47390 25976 86
25980 46613 19
46613 25980 19
47629 46615 24
46615 46616 29
46616 46617 15
46615 47629 24
46616 46615 29
46617 46616 15
46615 46618 74
46618 46619 46
46619 46621 15
46621 46620 4
46618 46615 74
46619 46618 46
46621 46619 15
46620 46621 4
46621 33938 21
33938 46621 21
46616 58909 36
58909 46624 15
46624 46623 7
46623 58906 23
58906 58908 10
58908 58907 11
58907 46622 12
58909 46616 36
46624 58909 15
46623 46624 7
58906 46623 23
58908 58906 10
58907 58908 11
46622 58907 12
46622 46630 38
46630 46629 34
46629 46628 19
46628 46625 16
46625 46626 22
46626 46627 29
46630 46622 38
46629 46630 34
46628 46629 19
46625 46628 16
46626 46625 22
46627 46626 29
6029 46625 50
46625 6029 50
46626 47553 32
47553 46631 10
47553 46626 32
46631 47553 10
46632 46633 81
46633 46632 81
21050 50811 9
50811 46636 7
46636 50812 9
50812 50813 9
50813 50814 13
50814 50815 18
50815 46637 10
46637 50810 28
50811 21050 9
46636 50811 7
50812 46636 9
50813 50812 9
50814 50813 13
50815 50814 18
46637 50815 10
50810 46637 28
46637 50817 57
50817 50816 3
50816 46639 4
46639 46641 57
46641 46640 58
50817 46637 57
50816 50817 3
46639 50816 4
46641 46639 57
46640 46641 58
61291 61290 15
61290 46641 14
61290 61291 15
46641 61290 14
20673 90794 2
90794 42682 1
42682 20674 67
20674 20675 24
20675 25424 19
25424 30904 5
90794 20673 2
42682 90794 1
20674 42682 67
20675 20674 24
25424 20675 19
30904 25424 5
50979 50978 11
50978 50979 11
21480 21481 12
21481 21482 11
21482 90801 3
90801 48497 5
48497 48496 8
21481 21480 12
21482 21481 11
90801 21482 3
48497 90801 5
48496 48497 8
21479 21480 12
21480 21479 12
19405 19407 127
19407 19405 127
19416 15796 135
15796 19416 135
57390 19396 85
19396 19395 97
19395 51995 60
51995 19402 70
19402 19394 10
19394 19393 9
19393 19392 35
19392 19391 49
19396 57390 85
19395 19396 97
51995 19395 60
19402 51995 70
19394 19402 10
19393 19394 9
19392 19393 35
19391 19392 49
15738 15742 20
15742 19411 136
19411 19422 42
19422 15779 106
15779 19416 45
15742 15738 20
19411 15742 136
19422 19411 42
15779 19422 106
19416 15779 45
15836 15845 26
15845 41514 70
41514 19361 71
15845 15836 26
41514 15845 70
19361 41514 71
12555 46657 21
46657 46656 8
57386 57385 13
57385 57384 34
57384 57383 13
57383 57386 34
57386 11815 36
57385 57386 13
57384 57385 34
57383 57384 13
57386 57383 34
11815 57386 36
11832 11924 59
11924 11832 59
22605 22614 36
22614 22607 37
22607 47986 11
47986 72749 37
72749 72748 4
72748 11842 2
11842 11851 3
22614 22605 36
22607 22614 37
47986 22607 11
72749 47986 37
72748 72749 4
11842 72748 2
11851 11842 3
18732 42307 8
42307 77526 12
77526 46502 14
46502 42308 25
42308 42312 93
42312 80094 10
80094 42313 70
42313 42310 3
42310 42311 3
42311 46512 3
46512 46513 3
46513 46514 6
46514 42309 14
42309 42286 22
42286 42282 9
42282 46515 5
46515 46516 4
46516 42283 4
42307 18732 8
77526 42307 12
46502 77526 14
42308 46502 25
42312 42308 93
80094 42312 10
42313 80094 70
42310 42313 3
42311 42310 3
46512 42311 3
46513 46512 3
46514 46513 6
42309 46514 14
42286 42309 22
42282 42286 9
46515 42282 5
46516 46515 4
42283 46516 4
11606 11667 94
11667 35157 5
35157 11765 115
11765 33561 78
33561 18562 3
18562 59510 3
11667 11606 94
35157 11667 5
11765 35157 115
33561 11765 78
18562 33561 3
59510 18562 3
42284 11948 7
11948 42284 7
42278 42304 5
42304 42276 5
42276 42273 4
42273 42272 4
42272 42270 4
42270 42267 4
42267 42318 4
42318 42265 4
42265 42297 7
42297 19605 7
19605 42264 4
42264 42263 4
42263 42032 4
42032 46534 4
46534 42295 4
42304 42278 5
42276 42304 5
42273 42276 4
42272 42273 4
42270 42272 4
42267 42270 4
42318 42267 4
42265 42318 4
42297 42265 7
19605 42297 7
42264 19605 4
42263 42264 4
42032 42263 4
46534 42032 4
42295 46534 4
46654 63220 8
63220 63221 12
63221 18822 19
63217 12750 46
12750 12763 21
12763 12924 91
12924 13073 78
13073 13104 16
13104 13194 54
13194 13265 27
13265 13331 35
13331 13428 46
13428 13467 18
13467 13575 64
13575 13732 78
12750 63217 46
12763 12750 21
12924 12763 91
13073 12924 78
13104 13073 16
13194 13104 54
13265 13194 27
13331 13265 35
13428 13331 46
13467 13428 18
13575 13467 64
13732 13575 78
46656 63215 5
63215 49150 3
49150 46655 8
46655 46654 7
20882 39602 11
39602 19576 26
19576 19577 48
19577 19578 8
19578 68818 6
68818 19579 22
19579 68820 23
68820 68821 10
68821 68822 8
68822 19580 5
19580 19581 3
19581 68819 7
68819 19582 5
19582 68823 10
68823 19583 12
19583 68824 14
68824 19584 13
39602 20882 11
19576 39602 26
19577 19576 48
19578 19577 8
68818 19578 6
19579 68818 22
68820 19579 23
68821 68820 10
68822 68821 8
19580 68822 5
19581 19580 3
68819 19581 7
19582 68819 5
68823 19582 10
19583 68823 12
68824 19583 14
19584 68824 13
13689 58884 4
58884 58885 9
58885 13745 10
58884 13689 4
58885 58884 9
13745 58885 10
13745 13796 13
13796 28977 43
28977 13884 14
13884 58916 59
58916 14043 14
14043 14122 47
14122 71288 29
13796 13745 13
28977 13796 43
13884 28977 14
58916 13884 59
14043 58916 14
14122 14043 47
71288 14122 29
46654 63222 5
63222 25590 5
25590 49143 7
49143 24147 9
24147 63235 30
63235 63236 28
63236 63237 47
63237 63238 29
63238 69006 92
69006 58439 82
58439 50580 3
50580 63252 4
63252 63246 6
63246 25592 7
25592 50077 9
50077 50078 140
50078 25593 15
25593 24593 102
24593 46930 15
46930 22661 38
22661 19939 51
19939 19938 74
21369 46660 161
46660 21370 90
21371 43471 152
21352 23393 258
23393 23391 127
46661 23047 127
16078 30621 111
1730 47599 42
47599 47598 32
47598 23340 29
23766 47596 74
47596 46666 76
14240 14258 155
22705 22706 109
10854 10887 157
10887 46679 76
20870 28912 17
28912 88064 32
88064 42452 74
42452 42458 147
42458 42456 73
42456 88065 24
88065 38554 23
38554 20871 26
20871 49942 14
49942 24148 174
24148 20880 3
20425 58056 7
58056 64531 8
64531 64520 9
64520 58055 7
58055 24449 9
24449 64515 20
64515 64516 284
64516 70339 21
70339 24450 71
24450 58043 7
58043 25587 8
25587 58036 13
20425 46681 10
46681 46682 5
46682 46683 11
27535 19157 9
19157 46684 13
19157 27535 9
46684 19157 13
10943 71618 3
71618 71619 8
71619 27521 2
71618 10943 3
71619 71618 8
27521 71619 2
27521 46684 12
10624 64825 9
64825 64823 12
64823 64822 14
64822 64846 10
64846 64842 8
64842 58650 166
58650 27521 78
27481 52800 3
52800 46234 49
46234 27777 62
27578 34899 11
34899 34898 10
34898 34897 13
34897 27457 12
27457 35948 49
35948 35950 29
35950 27437 26
27437 27476 29
27476 27430 61
27430 27441 81
27441 27983 30
27983 27442 39
27442 29441 33
29441 27997 5
27997 27435 28
27435 27466 66
27466 65520 22
65520 65606 9
65606 27451 8
27451 65605 7
65605 65515 11
65515 75398 5
75398 27434 25
27434 27469 108
27469 27470 40
27470 75375 48
75375 27482 9
27482 27477 13
27477 28288 35
28288 28293 48
20852 28413 14
10818 32740 64
32740 50682 15
32740 10818 64
50682 32740 15
11211 20855 14
20855 11211 14
11106 52780 8
52780 75838 14
75838 27790 24
27790 27789 17
52780 11106 8
75838 52780 14
27790 75838 24
27789 27790 17
27774 27773 35
27773 27775 9
27775 27772 33
27772 27770 21
27773 27774 35
27775 27773 9
27772 27775 33
27770 27772 21
27777 27805 8
27805 27448 12
27448 27804 95
27804 27486 6
27486 27433 49
27433 75401 60
75401 65517 6
65517 27472 15
27472 65518 15
65518 27454 60
27454 27992 48
27992 27989 14
27989 27464 27
27464 27453 44
27779 52790 34
52790 11368 20
52790 27779 34
11368 52790 20
20855 64566 11
64566 52774 165
52774 27940 41
27940 52802 230
52802 52801 114
52801 52800 11
64566 20855 11
52774 64566 165
